"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Cholesterol metabolism","14/50",0.114365045405023,0.211031241134841,0,0,1.5463401790416,3.35302187190177,"SCARB1;MYLIP;OSBPL5;SORT1;NCEH1;NPC1;SOAT1;VAPA;VAPB;VDAC2;ANGPTL4;APOB;LDLR;PLTP"
"Gastric acid secretion","20/76",0.11553264942213,0.211031241134841,0,0,1.42045251775454,3.06562362095417,"CAMK2D;CAMK2A;ADCY4;ITPR1;ADCY3;ITPR2;ATP1A2;SLC4A2;ADCY1;ATP1A1;ATP1B1;ADCY8;ACTB;GNAI1;ACTG1;PLCB4;GNAQ;PLCB1;CALM1;PRKACB"
"Glucagon signaling pathway","27/107",0.116074175768518,0.211031241134841,0,0,1.34265202702703,2.89143584232537,"PYGB;CAMK2D;PRKAA1;CAMK2A;ITPR1;ITPR2;PRKAG2;PDHB;ACACB;FOXO1;LDHA;CREB3L1;AKT3;CREB3L2;PRKACB;CPT1A;PHKA1;CREB1;PKM;PLCB4;GNAQ;SIK2;CALM1;PLCB1;PPARA;ATF4;CREB5"
"Th17 cell differentiation","27/107",0.116074175768518,0.211031241134841,0,0,1.34265202702703,2.89143584232537,"HSP90AB1;RORA;HIF1A;RELA;IKBKB;RXRA;JAK2;IL6R;MAPK3;STAT5A;STAT5B;JUN;HSP90AA1;SMAD3;CHUK;IFNGR1;STAT1;STAT3;MAPK14;MTOR;RUNX1;TGFBR2;NFKBIA;MAPK10;MAPK11;IRF4;NFKBIB"
"Lysine degradation","17/63",0.11620074670083,0.211031241134841,0,0,1.4696813475439,3.16339505360386,"GCDH;KMT2A;AADAT;EHMT2;DOT1L;PLOD3;SETMAR;PLOD2;PRDM2;DHTKD1;ALDH3A2;ALDH2;ALDH1B1;COLGALT1;AASS;EZH1;EZH2"
"Tryptophan metabolism","12/42",0.121849041456834,0.220024554859197,0,0,1.59032660184493,3.34759354904299,"ALDH3A2;GCDH;MAOB;ALDH1B1;ALDH2;MAOA;AADAT;HAAO;CAT;AOX1;INMT;DHTKD1"
"Synthesis and degradation of ketone bodies","4/10",0.122855081809924,0.220580715067819,0,0,2.64924939868956,5.55481318631659,"BDH2;BDH1;HMGCS1;OXCT1"
"Propanoate metabolism","10/34",0.128922880566049,0.229272499124406,0,0,1.65638757371875,3.39317765533356,"LDHA;MCEE;ALDH6A1;PCCB;ECHDC1;ABAT;MLYCD;ACSS1;ACACB;ACADS"
"NOD-like receptor signaling pathway","43/181",0.129147167228305,0.229272499124406,0,0,1.24003532153521,2.53810763633537,"HSP90AB1;ITPR1;ITPR2;TNFAIP3;ANTXR2;TANK;RELA;IKBKB;PANX1;DHX33;IFI16;NAMPT;CASP1;TP53BP1;DNM1L;GBP4;GBP3;MAPK3;GABARAPL2;GABARAPL1;JUN;HSP90AA1;CHUK;STAT1;CARD8;CARD6;CYBA;TICAM1;MAPK14;NFKBIA;MAPK10;P2RX7;MAPK11;MAVS;PLCB4;ATG16L1;TRAF3;OAS3;TRIP6;BCL2;VDAC2;PLCB1;NFKBIB"
"T cell receptor signaling pathway","26/104",0.131655377190496,0.231128328845537,0,0,1.32591109999166,2.68837431957622,"PIK3R3;PIK3CD;CBLB;PIK3R1;MALT1;RELA;IKBKB;NRAS;AKT3;MAP3K8;PAK3;HRAS;MAPK3;MAP2K1;JUN;CHUK;MAPK14;NFKBIA;MAPK10;MAPK11;PIK3CA;CDK4;RAF1;MAP3K14;SOS2;NFKBIB"
"Toll-like receptor signaling pathway","26/104",0.131655377190496,0.231128328845537,0,0,1.32591109999166,2.68837431957622,"CD40;LY96;PIK3R3;PIK3CD;PIK3R1;RELA;IKBKB;AKT3;IL12A;MAP3K8;RAC1;MAP2K6;MAPK3;MAP2K3;MAP2K1;JUN;CHUK;STAT1;TICAM1;MAPK14;NFKBIA;MAPK10;MAPK11;PIK3CA;TRAF3;TLR3"
"Folate biosynthesis","8/26",0.134484269198239,0.233463154456357,0,0,1.76659748166597,3.54433873870837,"MOCS2;AKR1B10;GCH1;FPGS;AKR1C3;AKR1B1;GGH;MOCS1"
"Other types of O-glycan biosynthesis","13/47",0.134694755833176,0.233463154456357,0,0,1.52016282822356,3.04753750427533,"GALNT12;GALNT7;B4GALT1;GALNT16;GALNT15;GALNT2;PLOD3;GXYLT2;GALNT10;LFNG;C1GALT1C1;EOGT;COLGALT1"
"Viral myocarditis","16/60",0.135244762546331,0.233463154456357,0,0,1.4459241781428,2.89281580426724,"CD40;LAMA2;CAV1;HLA-B;HLA-A;ACTB;ACTG1;HLA-E;SGCD;SGCB;CASP3;DAG1;RAC3;ABL2;DMD;RAC1"
"Arginine biosynthesis","7/22",0.135940570949271,0.233463154456357,0,0,1.85481407702523,3.70135098513994,"GLUD1;GLUD2;GPT2;ASL;GLUL;ASS1;GLS"
"Progesterone-mediated oocyte maturation","25/100",0.137176125536839,0.234311652268331,0,0,1.3258295814574,2.63374666294452,"HSP90AB1;ADCY4;PIK3R3;PIK3CD;ADCY3;PIK3R1;ADCY1;ADCY8;GNAI1;IGF1R;RPS6KA2;AKT3;PRKACB;MAPK3;MAP2K1;HSP90AA1;IGF1;MAPK14;CDC25B;CCNA2;MAPK10;MAPK11;CPEB1;PIK3CA;RAF1"
"Hedgehog signaling pathway","15/56",0.14074244433537,0.239110819408478,0,0,1.45465167226523,2.85231546674115,"EVC2;CUL1;EFCAB7;GLI3;GLI2;SCUBE2;CCND2;SMO;KIF3A;SUFU;BOC;BCL2;SPOPL;PRKACB;CDON"
"Proximal tubule bicarbonate reclamation","7/23",0.16328457816834,0.275924741717623,0,0,1.73877925796813,3.1511213536457,"GLUD1;GLUD2;ATP1A2;ATP1A1;ATP1B1;SLC4A4;GLS"
"GABAergic synapse","22/89",0.169378253478686,0.284699617549281,0,0,1.30571834653277,2.31846075793894,"GABARAPL2;GABARAPL1;SLC38A1;ADCY4;ADCY3;ABAT;ADCY1;CACNA1C;ADCY8;GNG11;GNAI1;GLS;TRAK2;GNG2;GNG5;GNB2;GNB4;GABRE;GLUL;PRKACB;SLC38A2;SLC38A5"
"Mucin type O-glycan biosynthesis","10/36",0.171939012029238,0.287474750271106,0,0,1.52878146025417,2.69159625289904,"GALNT12;GALNT7;C1GALT1C1;GALNT16;GALNT15;GALNT2;GCNT4;ST3GAL1;GALNT10;B4GALT5"
"IL-17 signaling pathway","23/94",0.176024756467092,0.292263561095723,0,0,1.28816197183099,2.23770562036245,"HSP90AA1;CEBPB;JUN;HSP90AB1;CCL11;JUND;CHUK;TNFAIP3;PTGS2;MAPK14;IL17RB;RELA;IL17RA;IKBKB;MAPK10;NFKBIA;MAPK11;MAPK7;TRAF4;CCL7;TRAF3;CASP3;MAPK3"
"Glycolysis / Gluconeogenesis","17/67",0.17665297521925,0.292263561095723,0,0,1.35176734897654,2.34338070461106,"ADH1C;ADH1B;ADH1A;BPGM;PDHB;ADH5;ADH6;ALDH3A2;ALDH3A1;LDHA;PKM;ALDH2;ALDH1B1;ALDH3B1;GALM;DLAT;ACSS1"
"Glycosphingolipid biosynthesis","12/45",0.179066161935425,0.294713058185387,0,0,1.44547947689309,2.48622458705044,"B4GALT1;ST8SIA1;B3GALT2;B3GNT5;B3GALT1;SLC33A1;GCNT2;B3GALT4;A4GALT;ST3GAL1;FUT4;ST6GALNAC6"
"NF-kappa B signaling pathway","25/104",0.188335680377283,0.30836308289752,0,0,1.25838235573483,2.10090630712747,"CD40;EDA;LY96;TNFAIP3;PTGS2;EDA2R;MALT1;RELA;TNFSF13B;IKBKB;PLAU;PLCG2;BLNK;VCAM1;GADD45B;CHUK;CFLAR;TICAM1;GADD45G;NFKBIA;CXCL12;TRAF3;BCL2;LTBR;MAP3K14"
"Malaria","13/50",0.191474349105296,0.311886053181823,0,0,1.39664352631934,2.30865374140724,"CD40;TGFB2;VCAM1;GYPC;HGF;SDC2;HBA2;HBA1;THBS2;THBS1;SDC1;IL12A;MET"
"Leishmaniasis","19/77",0.193336577105297,0.313304401873199,0,0,1.30240879809845,2.14027792451706,"ITGB1;JUN;MARCKSL1;TGFB2;ITGA4;IFNGR1;STAT1;CYBA;PTGS2;MAPK14;ELK1;RELA;NFKBIA;MAPK11;FCGR2A;IL12A;JAK2;MAPK3;NFKBIB"
"Riboflavin metabolism","3/8",0.205586655495388,0.329773518459607,0,0,2.38388059701493,3.77103128189477,"ACP5;ENPP1;ACP2"
"Sulfur relay system","3/8",0.205586655495388,0.329773518459607,0,0,2.38388059701493,3.77103128189477,"MPST;MOCS2;TST"
"Tuberculosis","41/180",0.209413055205643,0.334214774974663,0,0,1.17318942435203,1.83421905972975,"CAMK2D;CEBPB;RAB5C;CAMK2A;CEBPG;LSP1;TCIRG1;CTSS;MALT1;RELA;EEA1;MRC2;IRAK2;CASP3;AKT3;ATP6V0A2;IL12A;JAK2;ATP6V0A1;MAPK3;TGFB2;ATP6V0B;ARHGEF12;KSR1;NFYA;IFNGR1;NFYB;STAT1;SPHK1;NFYC;MAPK14;MAPK10;MAPK11;CREB1;FCGR2A;RFX5;BCL2;PIK3C3;ATP6V0D1;RAF1;CALM1"
"JAK-STAT signaling pathway","37/162",0.218258805775665,0.346581822236734,0,0,1.17716808830908,1.79173663228533,"CDKN1A;FHL1;PIK3R3;PIK3CD;PIK3R1;EGFR;CCND3;CCND2;SOCS1;MYC;AKT3;PIM1;AOX1;IL12A;JAK2;IL6R;HRAS;MCL1;SOCS5;PDGFRB;STAT5A;PDGFRA;STAT5B;TSLP;IFNGR1;STAT1;STAT3;LIF;LIFR;PTPN11;OSMR;MTOR;PIK3CA;LEP;BCL2;RAF1;SOS2"
"Glycerolipid metabolism","15/61",0.233046083967793,0.368212812669114,0,0,1.29613056495704,1.88783887172467,"AGPAT5;GK;DGKB;AKR1B1;LCLAT1;AGPAT2;ALDH3A2;AKR1B10;ALDH2;ALDH1B1;LPIN1;MGLL;LPIN3;DGKH;PNPLA2"
"Pantothenate and CoA biosynthesis","6/21",0.234843682482941,0.369206983406017,0,0,1.58944485934777,2.30284360837763,"ALDH3A2;ALDH1B1;ALDH2;GADL1;ENPP1;BCAT2"
"Primary bile acid biosynthesis","5/17",0.245632411354679,0.384256643505339,0,0,1.65557076489132,2.3242874569061,"CYP39A1;CH25H;ACOX2;SCP2;HSD17B4"
"Vasopressin-regulated water reabsorption","11/44",0.259902453993324,0.403551832276924,0,0,1.32469258889997,1.78495556554105,"DCTN6;RAB5C;CREB1;ARHGDIA;CREB3L1;CREB3L2;ADCY3;AQP3;PRKACB;VAMP2;CREB5"
"Nicotinate and nicotinamide metabolism","9/35",0.260520803115483,0.403551832276924,0,0,1.37556053811659,1.85022873797254,"NT5E;NNMT;PNP;QPRT;NAMPT;AOX1;ENPP1;NT5C2;NADK"
"Influenza A","38/172",0.285279244622255,0.439549996203583,0,0,1.12742560722111,1.4141150263606,"CALCOCO2;PIK3R3;PIK3CD;PIK3R1;ACTB;RELA;ACTG1;IFIH1;IKBKB;DNAJB1;CCND3;CASP3;AKT3;TNFSF10;CASP1;IL12A;JAK2;MAPK3;MAP2K1;CHUK;IFNGR1;STAT1;MX1;TNFRSF10B;TICAM1;NFKBIA;DNAJC3;MAVS;CDK6;PIK3CA;CDK4;TRAF3;OAS3;NUP98;RAF1;SLC25A4;TLR3;NFKBIB"
"Fatty acid biosynthesis","5/18",0.28793306713336,0.439549996203583,0,0,1.52812344449975,1.90255530171513,"OLAH;ACSL1;ACSL4;ACSL3;ACACB"
"Other glycan degradation","5/18",0.28793306713336,0.439549996203583,0,0,1.52812344449975,1.90255530171513,"MANBA;FUCA2;GBA;NEU1;GBA2"
"Biosynthesis of unsaturated fatty acids","7/27",0.291809631554881,0.441204993164317,0,0,1.39067480079681,1.71282967496923,"ELOVL1;SCP2;ELOVL5;SCD;ACOT2;HSD17B4;ACOT1"
"Collecting duct acid secretion","7/27",0.291809631554881,0.441204993164317,0,0,1.39067480079681,1.71282967496923,"ATP6V1A;ATP6V0E1;ATP6V0A2;TCIRG1;ATP6V1E1;ATP6V0D1;ATP6V0A1"
"Renin-angiotensin system","6/23",0.310278613734866,0.46689543781056,0,0,1.40227562272108,1.64106160991665,"CTSA;NLN;ANPEP;PREP;LNPEP;AGT"
"Non-alcoholic fatty liver disease","34/155",0.314807413918539,0.4714651317453,0,0,1.11692277730702,1.2909328807193,"PRKAA1;IRS1;PIK3R3;PIK3CD;PRKAG2;IRS2;PIK3R1;ADIPOR1;ADIPOR2;COX7A1;RELA;IKBKB;BCL2L11;RXRA;CASP3;AKT3;RAC1;IL6R;MAP3K5;MLXIP;SREBF1;JUN;INSR;MAPK14;MAPK10;MAPK11;ITCH;PIK3CA;DDIT3;LEP;UQCRC1;PPARG;PPARA;ATF4"
"Pyrimidine metabolism","13/56",0.330137984337334,0.492092467219799,0,0,1.20131067679638,1.33134604352436,"ENTPD1;ENTPD4;ENTPD6;CTPS1;NT5C2;TYMS;AK9;TYMP;NT5E;PNP;CMPK1;ENPP1;UPP1"
"Arachidonic acid metabolism","14/61",0.337303040544254,0.500412022591475,0,0,1.18361346544742,1.28631977523317,"GGT5;GPX1;PTGIS;GPX3;PLA2G4C;PLA2G2A;GPX8;AKR1C3;PLA2G4A;PTGS2;ALOX15B;PLB1;PTGS1;PTGES"
"SNARE interactions in vesicular transport","8/33",0.340428366646959,0.502688616170276,0,0,1.27139227895392,1.36998945260498,"STX1B;STX7;STX6;STX2;SEC22B;VAMP5;STX11;VAMP2"
"Cell adhesion molecules","32/148",0.354390809739171,0.519870440435583,0,0,1.09632880878528,1.13728216318721,"ITGB1;CD274;CD40;CNTNAP1;SDC4;SDC2;SDC3;LRRC4;NRXN3;PTPRM;CDH4;ALCAM;ITGB8;NCAM2;NEO1;ICOSLG;JAM2;MPZL1;CD276;NTNG1;VCAM1;CADM1;ITGA4;NEGR1;HLA-B;HLA-A;HLA-E;CLDN11;VCAN;ITGA8;SDC1;ITGA6"
"Legionellosis","13/57",0.355354478272424,0.519870440435583,0,0,1.17393448197688,1.21459893541071,"HSPA8;ARF1;SAR1A;SAR1B;HSPA6;HSPA2;RELA;NFKBIA;CASP3;HSF1;CASP1;IL12A;SEC22B"
"One carbon pool by folate","5/20",0.375353278488533,0.544090073405396,0,0,1.32420773187324,1.29757476345597,"MTHFD1;MTHFD1L;SHMT2;SHMT1;TYMS"
"Steroid biosynthesis","5/20",0.375353278488533,0.544090073405396,0,0,1.32420773187324,1.29757476345597,"CYP24A1;SOAT1;DHCR24;DHCR7;TM7SF2"
"Diabetic cardiomyopathy","43/203",0.378709582266082,0.546448529662474,0,0,1.0680449120603,1.03705627391865,"CAMK2D;IRS1;CAMK2A;PTEN;PIK3R3;ATP2A2;PIK3CD;PIK3R1;PDHB;COX7A1;RELA;PPP1CB;MPC1;AKT3;PDK4;RAC1;G6PD;TGFB2;SMAD3;INSR;GFPT2;MMP2;GSR;CYBA;MAPK14;AGT;MTOR;PPP1CA;TGFBR2;COL1A1;MAPK10;MAPK11;COL3A1;COL1A2;PLCB4;PIK3CA;TBC1D4;UQCRC1;PPIF;VDAC2;PLCB1;PPARA;SLC25A4"
"Various types of N-glycan biosynthesis","9/39",0.382581762657645,0.549526531817345,0,0,1.19185351270553,1.14514821797134,"B4GALT1;RPN1;MGAT4B;MAN1C1;ALG2;MAN1A1;MGAT1;STT3B;B4GALNT4"
"Taurine and hypotaurine metabolism","3/11",0.386418686219854,0.550037409213846,0,0,1.48964552238806,1.41640533956478,"GGT5;GADL1;CDO1"
"Ubiquinone and other terpenoid-quinone biosynthesis","3/11",0.386418686219854,0.550037409213846,0,0,1.48964552238806,1.41640533956478,"NQO1;VKORC1L1;COQ2"
"Antigen processing and presentation","17/78",0.399096567975761,0.563159736267308,0,0,1.107240778177,1.01705808331954,"HSPA8;HSP90AA1;HSP90AB1;NFYA;NFYB;NFYC;HSPA6;HLA-B;HLA-A;HSPA2;CTSS;HLA-E;CREB1;PSME3;RFX5;PSME2;LGMN"
"Glyoxylate and dicarboxylate metabolism","7/30",0.399201838366699,0.563159736267308,0,0,1.20905508401178,1.11026093147311,"MCEE;SHMT2;SHMT1;CAT;PCCB;ACSS1;GLUL"
"Drug metabolism","23/108",0.417011443817872,0.585669405539767,0,0,1.07504705882353,0.940280895033316,"GSTM3;GSTM2;MAOB;ADH1C;MAOA;GSTO1;ADH1B;ADH1A;FMO2;ADH5;ADH6;TYMP;ALDH3A1;GSTA4;IMPDH1;ALDH3B1;CMPK1;AOX1;UPP1;XDH;CES2;ITPA;GSTM5"
"RIG-I-like receptor signaling pathway","15/70",0.438638470404538,0.613317507291301,0,0,1.08342406096897,0.892827813082102,"DDX3X;CHUK;MAPK14;TANK;RELA;IFIH1;IKBKB;MAPK10;NFKBIA;MAPK11;MAVS;TRAF3;IL12A;TBKBP1;NFKBIB"
"Purine metabolism","27/129",0.443186818766731,0.616947289560736,0,0,1.0516030736619,0.855756602744301,"PRPS1;NPR1;PDE1A;ADCY4;ADCY3;AK5;NTPCR;ADCY1;ADCY8;NT5C2;PAPSS2;AK9;NT5E;PNP;ENPP1;NUDT16;XDH;GUCY1A2;ENTPD1;ENTPD4;ENTPD6;AMPD2;PKM;IMPDH1;PDE5A;ADA;ITPA"
"Bile secretion","19/90",0.448175877090951,0.621044872748769,0,0,1.06307073208482,0.853188189303509,"ABCC3;SCARB1;ABCC4;ABCB1;ABCB4;ADCY4;ADCY3;ATP1A2;SLC4A2;ADCY1;ATP1A1;ATP1B1;SLC51B;ADCY8;SLC4A4;RXRA;NCEH1;PRKACB;LDLR"
"Necroptosis","33/159",0.451454424922421,0.621044872748769,0,0,1.04046425587779,0.827461300616915,"PYGB;CAMK2D;HSP90AB1;VPS4B;CAMK2A;VPS4A;TNFAIP3;TNFSF10;CASP1;CAPN1;DNM1L;JAK2;GLUL;STAT5A;STAT5B;HSP90AA1;IFNGR1;STAT1;PLA2G4C;STAT3;TNFRSF10B;PLA2G4A;CFLAR;TICAM1;MAPK10;GLUD1;GLUD2;BCL2;VDAC2;SQSTM1;SLC25A4;TLR3;FTL"
"Nitrogen metabolism","4/17",0.455956995182641,0.621044872748769,0,0,1.22219457576512,0.959858799886966,"CA12;GLUD1;GLUD2;GLUL"
"Phenylalanine metabolism","4/17",0.455956995182641,0.621044872748769,0,0,1.22219457576512,0.959858799886966,"ALDH3A1;MAOB;MAOA;ALDH3B1"
"Selenocompound metabolism","4/17",0.455956995182641,0.621044872748769,0,0,1.22219457576512,0.959858799886966,"TXNRD1;CTH;INMT;PAPSS2"
"Ubiquitin mediated proteolysis","29/140",0.463175922661325,0.628169920862569,0,0,1.03784956714351,0.798779190825934,"DET1;CUL7;UBE3C;UBA7;CUL1;NEDD4L;CBLB;KLHL13;BRCA1;CBL;RHOBTB2;UBE2J1;HERC3;SOCS1;UBB;SKP2;UBE2E3;UBE2E1;SYVN1;MID1;DDB2;UBE2W;ITCH;MDM2;UBA3;UBE2N;UBA2;BIRC6;UBE2K"
"Natural killer cell mediated cytotoxicity","27/131",0.478379990068514,0.643741687722993,0,0,1.03125,0.760392088500353,"SHC3;PIK3R3;PIK3CD;PIK3R1;NRAS;CASP3;SH3BP2;TNFSF10;PLCG2;RAC3;PTK2B;RAC1;HRAS;MICA;MAPK3;MICB;MAP2K1;IFNGR1;HLA-B;TNFRSF10B;PTPN11;HLA-A;HLA-E;PIK3CA;RAET1G;RAF1;SOS2"
"Carbohydrate digestion and absorption","10/47",0.478731951312986,0.643741687722993,0,0,1.07353802843461,0.79078361235148,"PLCB4;PIK3CA;AKT3;PIK3CD;PIK3R3;ATP1A2;ATP1A1;PIK3R1;ATP1B1;PLCB1"
"Mismatch repair","5/23",0.504904955494951,0.672212082041256,0,0,1.10329904319451,0.753978098675481,"POLD4;PCNA;LIG1;MSH2;MLH1"
"Butanoate metabolism","6/28",0.505651862746104,0.672212082041256,0,0,1.08323715119832,0.738666849582751,"BDH2;HMGCS1;BDH1;OXCT1;ABAT;ACADS"
"Base excision repair","7/33",0.506286314955123,0.672212082041256,0,0,1.06934760956175,0.727854583518441,"POLD4;NEIL3;PCNA;LIG1;PARP2;APEX1;NEIL1"
"Pathways of neurodegeneration","95/475",0.543919079382186,0.71915660704925,0,0,0.992680753564155,0.604497704118465,"HIP1;CSF1;LRRK2;ATP2A2;DNALI1;PSMD8;TUBA1C;TUBA1B;PSMD7;TUBA1A;KIF5B;CASP3;RAC1;CAPN1;HRAS;MAP3K5;MAP2K3;GABARAPL2;GABARAPL1;MAP2K1;GPR37;GPX1;GPX3;TUBB;WNT5A;GPX8;WIPI1;WIPI2;AXIN2;TNFRSF1B;DKK1;DKK2;TUBA4A;PSMA5;PLCB4;DDIT3;CAT;UQCRC1;PPIF;ULK2;VDAC2;PIK3C3;MAPT;PLCB1;RAF1;SQSTM1;SLC25A4;ATF4;GRIA1;DCTN6;CAMK2D;UBA7;DNAH7;CAMK2A;ITPR1;DERL1;ITPR2;CACNA1C;PSEN1;PTGS2;TANK;COX7A1;PSMA7;RELA;LRP6;UBE2J1;NRAS;ATXN2;ATXN1;UBB;ATXN1L;DVL2;WNT2;GRIA3;MAP2K6;MAPK3;PRNP;FZD5;FZD4;FZD7;FZD6;FZD8;SNCAIP;MAPK14;MTOR;MAPK10;MAPK11;PSMC5;PINK1;VAPB;DLG4;GNAQ;BCL2;CALM1;TARDBP"
"N-Glycan biosynthesis","10/50",0.564422859713754,0.743156765289776,0,0,0.992835783702965,0.567853972474843,"B4GALT1;ALG5;RPN1;MGAT4B;ALG2;MAN1C1;MAN1A1;MOGS;MGAT1;STT3B"
"Proteasome","9/46",0.595656858781497,0.777842390831163,0,0,0.965943521997334,0.500446179688095,"PSMD8;PSMA5;PSMC5;PSMD7;PSME3;POMP;PSME2;PSMA7;PSMB9"
"Retrograde endocannabinoid signaling","29/148",0.595716357684981,0.777842390831163,0,0,0.967590040522969,0.501202579628589,"GRIA1;DAGLA;ITPR1;ADCY4;ITPR2;ADCY3;CACNA1C;ADCY1;ADCY8;PTGS2;GNAI1;RIMS1;GNG2;GNG5;GABRE;PRKACB;GRIA3;MAPK3;MAPK14;GNG11;MAPK10;MAPK11;PLCB4;GNAQ;GNB2;GNB4;DAGLB;PLCB1;MGLL"
"Peroxisome","16/82",0.598150952442951,0.777842390831163,0,0,0.962618448018997,0.494701295123495,"ACSL1;ECI2;IDH2;HSD17B4;ACSL4;PEX10;ACSL3;SOD2;SCP2;ACOX2;PEX3;CAT;FAR1;MLYCD;FAR2;XDH"
"DNA replication","7/36",0.60608717137326,0.782073229492024,0,0,0.958545129825526,0.479973698602036,"PRIM2;POLD4;PCNA;MCM7;LIG1;MCM4;MCM2"
"Thiamine metabolism","3/15",0.606354244384639,0.782073229492024,0,0,0.992848258706468,0.496712950908935,"TPK1;AK5;NTPCR"
"Galactose metabolism","6/31",0.613198618294274,0.787686030004027,0,0,0.953069454817028,0.466114233167113,"B4GALT1;GALT;UGP2;AKR1B10;AKR1B1;GALM"
"Retinol metabolism","13/68",0.62926101822335,0.805046484852545,0,0,0.938499206529132,0.434721405683878,"ADH1C;ADH1B;ADH1A;HSD17B6;ADH5;DHRS3;ADH6;CYP3A7;ALDH1A3;CYP26B1;ALDH1A1;AOX1;RDH5"
"Thermogenesis","45/232",0.634099417384546,0.807965386667405,0,0,0.95518668183028,0.435134841184215,"KDM3A;PRKAA1;SMARCD2;SMARCB1;KDM1A;NPR1;ADCY4;PRKAG2;ADCY3;ADCY1;ADCY8;COX7A1;ACTB;ACTG1;LIPE;NRAS;SLC25A29;CREB3L1;RPS6KA2;CREB3L2;DPF3;COX11;PRKG2;COX14;PRKACB;HRAS;PRKG1;MAP3K5;MAP2K3;CPT1A;COA1;ACSL1;ACSL4;ACSL3;MAPK14;MTOR;MAPK11;CREB1;RHEB;UQCRC1;PPARG;SOS2;MGLL;PNPLA2;CREB5"
"African trypanosomiasis","7/37",0.63688428427548,0.808254754341573,0,0,0.926535524568393,0.418022528425635,"VCAM1;PLCB4;GNAQ;IL12A;HBA2;HBA1;PLCB1"
"Fatty acid elongation","5/27",0.657561989999142,0.830102168039856,0,0,0.902472962577492,0.378331320274687,"ELOVL1;ELOVL5;ACOT2;THEM4;ACOT1"
"Complement and coagulation cascades","16/85",0.659353304360772,0.830102168039856,0,0,0.920591862790841,0.38342261324885,"CFH;F10;C1R;F3;C2;C4B;C4A;C6;C7;PLAU;CFHR1;BDKRB2;BDKRB1;SERPING1;MASP1;F2RL2"
"Cardiac muscle contraction","16/87",0.697239140713871,0.874315747879298,0,0,0.894547218424096,0.32259772502406,"TPM4;TPM3;TPM2;TPM1;CACNA2D3;ATP2A2;ATP1A2;ATP1A1;CACNA1C;ATP1B1;COX7A1;SLC8A1;CACNB2;ASPH;SLC9A7;UQCRC1"
"Pentose and glucuronate interconversions","6/34",0.706262611153766,0.87771636361575,0,0,0.850794836231729,0.29587933787106,"UGDH;UGP2;AKR1B10;DCXR;AKR1B1;XYLB"
"Mannose type O-glycan biosynthesis","4/23",0.708283774436761,0.87771636361575,0,0,0.835924097379552,0.288318960137739,"B3GALNT2;B4GALT1;FKRP;FUT4"
"Protein export","4/23",0.708283774436761,0.87771636361575,0,0,0.835924097379552,0.288318960137739,"SEC61A2;SEC61A1;SPCS3;SRP72"
"Caffeine metabolism","1/6",0.740157165747637,0.910076515082697,0,0,0.794231725509697,0.238978551497269,"XDH"
"Phosphonate and phosphinate metabolism","1/6",0.740157165747637,0.910076515082697,0,0,0.794231725509697,0.238978551497269,"PCYT2"
"Pentose phosphate pathway","5/30",0.749880991753391,0.918458889124308,0,0,0.794026879044301,0.228553302472032,"PRPS1;G6PD;H6PD;TKT;DERA"
"Nucleotide excision repair","8/47",0.755836987151695,0.922179490115581,0,0,0.814279784142798,0.227940974781877,"POLD4;CDK7;PCNA;LIG1;XPC;GTF2H1;RAD23B;DDB2"
"alpha-Linolenic acid metabolism","4/25",0.770439502706875,0.934440773810186,0,0,0.756217490728563,0.197217093348365,"PLA2G2A;PLA2G4C;PLA2G4A;PLB1"
"Alzheimer disease","69/369",0.771800765710312,0.934440773810186,0,0,0.911914516944866,0.236212157469229,"CSF1;IRS1;ATP2A2;PIK3CD;IRS2;PSMD8;IKBKB;TUBA1C;TUBA1B;PSMD7;TUBA1A;KIF5B;CASP3;AKT3;CAPN1;HRAS;MAP3K5;MAP2K1;CHUK;TUBB;WNT5A;WIPI1;AXIN2;WIPI2;DKK1;DKK2;TUBA4A;PSMA5;ADAM17;PLCB4;PIK3CA;DDIT3;UQCRC1;PPIF;ULK2;VDAC2;PIK3C3;MAPT;PLCB1;RAF1;SLC25A4;ATF4;ITPR1;PIK3R3;ITPR2;PIK3R1;CACNA1C;PSEN1;PTGS2;COX7A1;PSMA7;RELA;LRP6;NRAS;DVL2;NAE1;WNT2;MAPK3;FZD5;FZD4;FZD7;INSR;FZD6;FZD8;MTOR;MAPK10;PSMC5;GNAQ;CALM1"
"Metabolism of xenobiotics by cytochrome P450","13/76",0.784848090863687,0.946610674476813,0,0,0.818913034873135,0.198394043985113,"GSTM3;GSTM2;ADH1C;GSTO1;ADH1B;ADH1A;ADH5;ADH6;HSD11B1;ALDH3A1;GSTA4;ALDH3B1;GSTM5"
"Rheumatoid arthritis","16/93",0.794910936948914,0.950820799355501,0,0,0.824531096555055,0.18925066451205,"ATP6V1A;ATP6V0B;JUN;TGFB2;ATP6V0E1;CSF1;ANGPT1;TCIRG1;TNFSF13B;VEGFA;CXCL12;ATP6V0A2;ACP5;ATP6V1E1;ATP6V0D1;ATP6V0A1"
